旅客记录号,乘客数,到达航班,到达日期,出发航班,出发日期
T3686,2,NV6773,2018/1/21,NV614,2018/1/21
T3687,2,NV6773,2018/1/21,NV614,2018/1/21
T3688,1,NV6773,2018/1/21,NV614,2018/1/21
T3689,1,NV6773,2018/1/21,NV6148,2018/1/21
T3690,1,NV6773,2018/1/21,NV670,2018/1/21
T3691,2,NV6773,2018/1/21,NV6713,2018/1/21
T3692,2,NV6773,2018/1/21,NV662,2018/1/21
T3693,2,NV6773,2018/1/21,NV342,2018/1/21
T3694,2,NV6773,2018/1/21,NV342,2018/1/21
T3695,2,NV6773,2018/1/21,NV342,2018/1/21
T3696,2,NV3513,2018/1/21,NV618,2018/1/21
T3697,1,NV3513,2018/1/21,NV318,2018/1/21
T3698,2,NV3513,2018/1/21,NV614,2018/1/21
T3699,2,NV3513,2018/1/21,NV858,2018/1/21
T3700,2,NV3513,2018/1/21,NV858,2018/1/21
T3701,2,NV3513,2018/1/21,NV858,2018/1/21
T3702,1,NV3513,2018/1/21,NV694,2018/1/21
T3703,2,NV3513,2018/1/21,NV342,2018/1/21
T3704,2,NV6655,2018/1/21,NV632,2018/1/21
T3705,2,NV6655,2018/1/21,NV614,2018/1/21
T3706,1,NV6655,2018/1/21,NV670,2018/1/21
T3707,2,NV6655,2018/1/21,NV640,2018/1/21
T3708,2,NV6655,2018/1/21,NV640,2018/1/21
T3709,2,NV6533,2018/1/21,NV820,2018/1/21
T3710,2,NV6533,2018/1/21,NV828,2018/1/21
T3711,2,NV6533,2018/1/21,NV602,2018/1/21
T3712,2,NV6533,2018/1/21,NV602,2018/1/21
T3713,1,NV6533,2018/1/21,NV602,2018/1/21
T3714,1,NV6533,2018/1/21,NV318,2018/1/21
T3715,2,NV6533,2018/1/21,NV346,2018/1/21
T3716,1,NV6533,2018/1/21,NV6144,2018/1/21
T3717,2,NV6533,2018/1/21,NV640,2018/1/21
T3718,1,NV6533,2018/1/21,NV640,2018/1/21
T3719,2,NV6163,2018/1/21,NV698,2018/1/21
T3720,2,NV6163,2018/1/21,NV698,2018/1/21
T3721,1,NV6163,2018/1/21,NV698,2018/1/21
T3722,2,NV6163,2018/1/21,NV828,2018/1/21
T3723,1,NV6163,2018/1/21,NV828,2018/1/21
T3724,1,NV6163,2018/1/21,NV318,2018/1/21
T3725,2,NV6163,2018/1/21,NV346,2018/1/21
T3726,2,NV6163,2018/1/21,NV346,2018/1/21
T3727,2,NV6163,2018/1/21,NV346,2018/1/21
T3728,2,NV6163,2018/1/21,NV346,2018/1/21
T3729,2,NV6163,2018/1/21,NV6118,2018/1/21
T3730,2,NV6163,2018/1/21,NV670,2018/1/21
T3731,1,NV6163,2018/1/21,NV6713,2018/1/21
T3732,2,NV6163,2018/1/21,NV305,2018/1/21
T3733,2,NV6163,2018/1/21,NV3118,2018/1/21
T3734,1,NV6163,2018/1/21,NV6290,2018/1/21
T3735,1,NV6163,2018/1/21,NV694,2018/1/21
T3736,2,NV6163,2018/1/21,NV342,2018/1/21
T3737,2,NV6163,2018/1/21,NV342,2018/1/21
T3738,2,NV6163,2018/1/21,NV342,2018/1/21
T3739,2,NV6163,2018/1/21,NV342,2018/1/21
T3740,2,NV6163,2018/1/21,NV342,2018/1/21
T3741,2,NV6163,2018/1/21,NV342,2018/1/21
T3742,2,NV6163,2018/1/21,NV342,2018/1/21
T3743,2,NV6163,2018/1/21,NV342,2018/1/21
T3744,1,NV6163,2018/1/21,NV342,2018/1/21
T3745,2,NV6163,2018/1/21,NV652,2018/1/21
T3746,2,NV6163,2018/1/21,NV652,2018/1/21
T3747,2,NV6163,2018/1/21,NV652,2018/1/21
T3748,1,NV6163,2018/1/21,NV652,2018/1/21
T3749,2,NV6163,2018/1/21,NV674,2018/1/21
T3750,2,NV6163,2018/1/21,NV676,2018/1/21
T3751,2,NV6163,2018/1/21,NV676,2018/1/21
T3752,2,NV6163,2018/1/21,NV676,2018/1/21
T3753,2,NV6163,2018/1/21,NV676,2018/1/21
T3754,2,NV6163,2018/1/21,NV676,2018/1/21
T3755,2,NV6163,2018/1/21,NV676,2018/1/21
T3756,2,NV6163,2018/1/21,NV676,2018/1/21
T3757,2,NV6163,2018/1/21,NV676,2018/1/21
T3758,2,NV6163,2018/1/21,NV676,2018/1/21
T3759,2,NV6163,2018/1/21,NV676,2018/1/21
T3760,1,NV6163,2018/1/21,NV676,2018/1/21
T3761,1,NV6625,2018/1/21,NV676,2018/1/21
T3762,1,NV6479,2018/1/21,NV6656,2018/1/21
T3763,1,NV6479,2018/1/21,NV698,2018/1/21
T3764,2,NV6479,2018/1/21,NV820,2018/1/21
T3765,2,NV6479,2018/1/21,NV820,2018/1/21
T3766,2,NV6479,2018/1/21,NV828,2018/1/21
T3767,1,NV6479,2018/1/21,NV602,2018/1/21
T3768,2,NV6479,2018/1/21,NV318,2018/1/21
T3769,1,NV6479,2018/1/21,NV318,2018/1/21
T3770,1,NV6479,2018/1/21,NV858,2018/1/21
T3771,2,NV6479,2018/1/21,NV6148,2018/1/21
T3772,1,NV6479,2018/1/21,NV6148,2018/1/21
T3773,1,NV6479,2018/1/21,NV670,2018/1/21
T3774,1,NV6479,2018/1/21,NV898,2018/1/21
T3775,1,NV6479,2018/1/21,NV640,2018/1/21
T3776,2,NV6479,2018/1/21,NV662,2018/1/21
T3777,1,NV6479,2018/1/21,NV694,2018/1/21
T3778,2,NV6479,2018/1/21,NV692,2018/1/21
T3779,2,NV6479,2018/1/21,NV692,2018/1/21
T3780,2,NV837,2018/1/21,NV828,2018/1/21
T3781,2,NV837,2018/1/21,NV602,2018/1/21
T3782,1,NV837,2018/1/21,NV602,2018/1/21
T3783,2,NV837,2018/1/21,NV318,2018/1/21
T3784,2,NV837,2018/1/21,NV6770,2018/1/21
T3785,1,NV837,2018/1/21,NV6770,2018/1/21
T3786,2,NV837,2018/1/21,NV6148,2018/1/21
T3787,2,NV837,2018/1/21,NV6148,2018/1/21
T3788,1,NV837,2018/1/21,NV6148,2018/1/21
T3789,1,NV837,2018/1/21,NV670,2018/1/21
T3790,1,NV837,2018/1/21,NV3194,2018/1/21
T3791,1,NV837,2018/1/21,NV694,2018/1/21
T3792,1,NV837,2018/1/21,NV692,2018/1/21
T3793,1,NV6313,2018/1/21,NV858,2018/1/21
T3794,2,NV6294,2018/1/21,NV828,2018/1/21
T3795,1,NV6294,2018/1/21,NV602,2018/1/21
T3796,1,NV6294,2018/1/21,NV318,2018/1/21
T3797,2,NV6294,2018/1/21,NV346,2018/1/21
T3798,2,NV6294,2018/1/21,NV346,2018/1/21
T3799,2,NV6294,2018/1/21,NV6118,2018/1/21
T3800,2,NV6294,2018/1/21,NV6118,2018/1/21
T3801,2,NV6294,2018/1/21,NV6118,2018/1/21
T3802,2,NV6294,2018/1/21,NV6148,2018/1/21
T3803,2,NV6294,2018/1/21,NV6148,2018/1/21
T3804,2,NV6294,2018/1/21,NV6148,2018/1/21
T3805,2,NV6294,2018/1/21,NV6148,2018/1/21
T3806,2,NV6294,2018/1/21,NV6148,2018/1/21
T3807,2,NV6294,2018/1/21,NV6148,2018/1/21
T3808,2,NV6294,2018/1/21,NV6148,2018/1/21
T3809,2,NV6294,2018/1/21,NV6148,2018/1/21
T3810,2,NV6294,2018/1/21,NV6148,2018/1/21
T3811,2,NV6294,2018/1/21,NV6148,2018/1/21
T3812,2,NV6294,2018/1/21,NV6148,2018/1/21
T3813,2,NV6294,2018/1/21,NV6148,2018/1/21
T3814,2,NV6294,2018/1/21,NV6148,2018/1/21
T3815,2,NV6294,2018/1/21,NV6148,2018/1/21
T3816,2,NV6294,2018/1/21,NV6148,2018/1/21
T3817,1,NV6294,2018/1/21,NV670,2018/1/21
T3818,2,NV6294,2018/1/21,NV898,2018/1/21
T3819,2,NV6294,2018/1/21,NV898,2018/1/21
T3820,1,NV6294,2018/1/21,NV3118,2018/1/21
T3821,2,NV6294,2018/1/21,NV662,2018/1/21
T3822,2,NV6294,2018/1/21,NV694,2018/1/21
T3823,2,NV6294,2018/1/21,NV342,2018/1/21
T3824,2,NV6294,2018/1/21,NV342,2018/1/21
T3825,1,NV6294,2018/1/21,NV342,2018/1/21
T3826,2,NV6513,2018/1/21,NV828,2018/1/21
T3827,2,NV6513,2018/1/21,NV318,2018/1/21
T3828,1,NV6513,2018/1/21,NV318,2018/1/21
T3829,1,NV6513,2018/1/21,NV6144,2018/1/21
T3830,2,NV6513,2018/1/21,NV640,2018/1/21
T3831,2,NV6513,2018/1/21,NV640,2018/1/21
T3832,2,NV6513,2018/1/21,NV640,2018/1/21
T3833,2,NV6513,2018/1/21,NV640,2018/1/21
T3834,2,NV6513,2018/1/21,NV640,2018/1/21
T3835,2,NV6513,2018/1/21,NV640,2018/1/21
T3836,2,NV6513,2018/1/21,NV640,2018/1/21
T3837,2,NV6513,2018/1/21,NV640,2018/1/21
T3838,2,NV6513,2018/1/21,NV640,2018/1/21
T3839,2,NV6513,2018/1/21,NV640,2018/1/21
T3840,2,NV6513,2018/1/21,NV640,2018/1/21
T3841,2,NV6513,2018/1/21,NV640,2018/1/21
T3842,2,NV6513,2018/1/21,NV640,2018/1/21
T3843,2,NV6513,2018/1/21,NV640,2018/1/21
T3844,2,NV6513,2018/1/21,NV640,2018/1/21
T3845,2,NV6513,2018/1/21,NV640,2018/1/21
T3846,2,NV6513,2018/1/21,NV640,2018/1/21
T3847,2,NV6513,2018/1/21,NV640,2018/1/21
T3848,1,NV6443,2018/1/21,NV828,2018/1/21
T3849,2,NV6443,2018/1/21,NV346,2018/1/21
T3850,1,NV6443,2018/1/21,NV858,2018/1/21
T3851,2,NV6443,2018/1/21,NV6148,2018/1/21
T3852,2,NV6443,2018/1/21,NV670,2018/1/21
T3853,2,NV6443,2018/1/21,NV670,2018/1/21
T3854,2,NV6443,2018/1/21,NV6510,2018/1/21
T3855,2,NV6443,2018/1/21,NV342,2018/1/21
T3856,2,NV6443,2018/1/21,NV342,2018/1/21
T3857,2,NV6443,2018/1/21,NV342,2018/1/21
T3858,2,NV6443,2018/1/21,NV342,2018/1/21
T3859,1,NV3120,2018/1/21,NV698,2018/1/21
T3860,1,NV3120,2018/1/21,NV632,2018/1/21
T3861,2,NV3120,2018/1/21,NV318,2018/1/21
T3862,2,NV3120,2018/1/21,NV346,2018/1/21
T3863,2,NV3120,2018/1/21,NV6316,2018/1/21
T3864,2,NV3120,2018/1/21,NV6316,2018/1/21
T3865,2,NV3120,2018/1/21,NV6316,2018/1/21
T3866,2,NV3120,2018/1/21,NV6316,2018/1/21
T3867,1,NV3120,2018/1/21,NV6316,2018/1/21
T3868,2,NV3120,2018/1/21,NV6148,2018/1/21
T3869,2,NV3120,2018/1/21,NV670,2018/1/21
T3870,2,NV3120,2018/1/21,NV670,2018/1/21
T3871,1,NV3120,2018/1/21,NV670,2018/1/21
T3872,2,NV3120,2018/1/21,NV640,2018/1/21
T3873,2,NV3120,2018/1/21,NV640,2018/1/21
T3874,2,NV3120,2018/1/21,NV640,2018/1/21
T3875,1,NV3120,2018/1/21,NV640,2018/1/21
T3876,1,NV3120,2018/1/21,NV692,2018/1/21
T3877,1,NV3120,2018/1/21,NV690,2018/1/21
T3878,1,NV632,2018/1/21,NV318,2018/1/21
T3879,1,NV632,2018/1/21,NV6118,2018/1/21
T3880,1,NV632,2018/1/21,NV6148,2018/1/21
T3881,1,NV632,2018/1/21,NV898,2018/1/21
T3882,1,NV632,2018/1/21,NV3118,2018/1/21
T3883,2,NV632,2018/1/21,NV640,2018/1/21
T3884,1,NV632,2018/1/21,NV640,2018/1/21
T3885,2,NV632,2018/1/21,NV662,2018/1/21
T3886,2,NV632,2018/1/21,NV662,2018/1/21
T3887,2,NV632,2018/1/21,NV662,2018/1/21
T3888,2,NV632,2018/1/21,NV398,2018/1/21
T3889,1,NV632,2018/1/21,NV398,2018/1/21
T3890,1,NV632,2018/1/21,NV694,2018/1/21
T3891,2,NV632,2018/1/21,NV692,2018/1/21
T3892,2,NV632,2018/1/21,NV342,2018/1/21
T3893,1,NV632,2018/1/21,NV342,2018/1/21
T3894,2,NV632,2018/1/21,NV674,2018/1/21
T3895,2,NV632,2018/1/21,NV674,2018/1/21
T3896,2,NV632,2018/1/21,NV674,2018/1/21
T3897,1,NV6387,2018/1/21,NV690,2018/1/21
T3898,1,GN0495,2018/1/21,NV318,2018/1/21
T3899,2,NV323,2018/1/21,NV602,2018/1/21
T3900,2,NV323,2018/1/21,NV318,2018/1/21
T3901,2,NV323,2018/1/21,NV318,2018/1/21
T3902,2,NV323,2018/1/21,NV318,2018/1/21
T3903,2,NV323,2018/1/21,NV318,2018/1/21
T3904,2,NV323,2018/1/21,NV318,2018/1/21
T3905,2,NV323,2018/1/21,NV318,2018/1/21
T3906,2,NV323,2018/1/21,NV318,2018/1/21
T3907,2,NV323,2018/1/21,NV318,2018/1/21
T3908,2,NV323,2018/1/21,NV318,2018/1/21
T3909,2,NV323,2018/1/21,NV318,2018/1/21
T3910,2,NV323,2018/1/21,NV318,2018/1/21
T3911,2,NV323,2018/1/21,NV318,2018/1/21
T3912,2,NV323,2018/1/21,NV318,2018/1/21
T3913,2,NV323,2018/1/21,NV318,2018/1/21
T3914,2,NV323,2018/1/21,NV318,2018/1/21
T3915,2,NV323,2018/1/21,NV318,2018/1/21
T3916,2,NV323,2018/1/21,NV318,2018/1/21
T3917,2,NV323,2018/1/21,NV318,2018/1/21
T3918,2,NV323,2018/1/21,NV318,2018/1/21
T3919,2,NV323,2018/1/21,NV318,2018/1/21
T3920,2,NV323,2018/1/21,NV318,2018/1/21
T3921,1,NV323,2018/1/21,NV318,2018/1/21
T3922,1,NV323,2018/1/21,NV670,2018/1/21
T3923,2,NV323,2018/1/21,NV898,2018/1/21
T3924,1,NV323,2018/1/21,NV898,2018/1/21
T3925,1,NV323,2018/1/21,NV398,2018/1/21
T3926,2,NV323,2018/1/21,NV694,2018/1/21
T3927,2,NV323,2018/1/21,NV694,2018/1/21
T3928,2,NV323,2018/1/21,NV694,2018/1/21
T3929,2,NV323,2018/1/21,NV692,2018/1/21
T3930,2,NV323,2018/1/21,NV692,2018/1/21
T3931,2,NV323,2018/1/21,NV692,2018/1/21
T3932,2,NV323,2018/1/21,NV692,2018/1/21
T3933,1,NV323,2018/1/21,NV692,2018/1/21
T3934,1,NV323,2018/1/21,NV3269,2018/1/21
T3935,2,NV323,2018/1/21,NV690,2018/1/21
T3936,2,NV323,2018/1/21,NV690,2018/1/21
T3937,2,NV323,2018/1/21,NV690,2018/1/21
T3938,2,NV323,2018/1/21,NV690,2018/1/21
T3939,1,NV323,2018/1/21,NV690,2018/1/21
T3940,1,NV687,2018/1/21,NV305,2018/1/21
T3941,1,NV687,2018/1/21,NV3194,2018/1/21
T3942,2,NV687,2018/1/21,NV6488,2018/1/21
T3943,1,NV687,2018/1/21,NV6488,2018/1/21
T3944,1,NV687,2018/1/21,NV6510,2018/1/21
T3945,1,NV687,2018/1/21,NV342,2018/1/21
T3946,1,NV687,2018/1/21,NV3703,2018/1/21
T3947,1,NV687,2018/1/21,NV674,2018/1/21
T3948,1,NV6731,2018/1/21,NV6118,2018/1/21
T3949,2,NV6731,2018/1/21,NV614,2018/1/21
T3950,2,NV6731,2018/1/21,NV614,2018/1/21
T3951,2,NV6731,2018/1/21,NV614,2018/1/21
T3952,2,NV6731,2018/1/21,NV6713,2018/1/21
T3953,2,NV6731,2018/1/21,NV6713,2018/1/21
T3954,2,NV6731,2018/1/21,NV6713,2018/1/21
T3955,2,NV6731,2018/1/21,NV662,2018/1/21
T3956,2,NV6731,2018/1/21,NV6488,2018/1/21
T3957,2,NV6731,2018/1/21,NV6488,2018/1/21
T3958,2,NV6731,2018/1/21,NV610,2018/1/21
T3959,2,NV6731,2018/1/21,NV610,2018/1/21
T3960,1,NV6731,2018/1/21,NV610,2018/1/21
T3961,1,NV820,2018/1/21,NV6118,2018/1/21
T3962,1,NV820,2018/1/21,NV6144,2018/1/21
T3963,2,NV820,2018/1/21,NV652,2018/1/21
T3964,2,NV820,2018/1/21,NV676,2018/1/21
T3965,2,NV820,2018/1/21,NV676,2018/1/21
T3966,1,NV858,2018/1/21,NV602,2018/1/21
T3967,2,NV858,2018/1/21,NV318,2018/1/21
T3968,1,NV858,2018/1/21,NV318,2018/1/21
T3969,2,NV858,2018/1/21,NV6144,2018/1/21
T3970,2,NV858,2018/1/21,NV6144,2018/1/21
T3971,2,NV858,2018/1/21,NV6144,2018/1/21
T3972,2,NV858,2018/1/21,NV6148,2018/1/21
T3973,1,NV858,2018/1/21,NV6148,2018/1/21
T3974,1,NV858,2018/1/21,NV670,2018/1/21
T3975,2,NV858,2018/1/21,NV640,2018/1/21
T3976,2,NV858,2018/1/21,NV640,2018/1/21
T3977,2,NV858,2018/1/21,NV640,2018/1/21
T3978,1,NV858,2018/1/21,NV662,2018/1/21
T3979,1,NV858,2018/1/21,NV694,2018/1/21
T3980,2,NV858,2018/1/21,NV692,2018/1/21
T3981,2,NV858,2018/1/21,NV692,2018/1/21
T3982,1,NV858,2018/1/21,NV692,2018/1/21
T3983,2,NV6713,2018/1/21,NV318,2018/1/21
T3984,1,NV6713,2018/1/21,NV318,2018/1/21
T3985,1,NV6713,2018/1/21,NV346,2018/1/21
T3986,1,NV6713,2018/1/21,NV6118,2018/1/21
T3987,2,NV6713,2018/1/21,NV614,2018/1/21
T3988,2,NV6713,2018/1/21,NV614,2018/1/21
T3989,2,NV6713,2018/1/21,NV898,2018/1/21
T3990,2,NV6713,2018/1/21,NV898,2018/1/21
T3991,2,NV6713,2018/1/21,NV898,2018/1/21
T3992,2,NV6713,2018/1/21,NV898,2018/1/21
T3993,2,NV6713,2018/1/21,NV898,2018/1/21
T3994,2,NV6713,2018/1/21,NV898,2018/1/21
T3995,2,NV6713,2018/1/21,NV898,2018/1/21
T3996,2,NV6713,2018/1/21,NV898,2018/1/21
T3997,2,NV6713,2018/1/21,NV898,2018/1/21
T3998,2,NV6713,2018/1/21,NV898,2018/1/21
T3999,2,NV6713,2018/1/21,NV898,2018/1/21
T4000,2,NV6713,2018/1/21,NV898,2018/1/21
T4001,2,NV6713,2018/1/21,NV3118,2018/1/21
T4002,2,NV6713,2018/1/21,NV3118,2018/1/21
T4003,1,NV6713,2018/1/21,NV640,2018/1/21
T4004,2,NV6713,2018/1/21,NV610,2018/1/21
T4005,2,NV6713,2018/1/21,NV610,2018/1/21
T4006,2,NV6713,2018/1/21,NV610,2018/1/21
T4007,2,NV6713,2018/1/21,NV610,2018/1/21
T4008,2,NV6713,2018/1/21,NV342,2018/1/21
T4009,2,NV6713,2018/1/21,NV342,2018/1/21
T4010,2,NV6713,2018/1/21,NV342,2018/1/21
T4011,2,NV6713,2018/1/21,NV342,2018/1/21
T4012,2,NV6713,2018/1/21,NV342,2018/1/21
T4013,2,NV6713,2018/1/21,NV6198,2018/1/21
T4014,2,NV6713,2018/1/21,NV676,2018/1/21
T4015,2,NV6713,2018/1/21,NV676,2018/1/21
T4016,2,NV6713,2018/1/21,NV676,2018/1/21
T4017,1,NV6713,2018/1/21,NV676,2018/1/21
T4018,2,NV303,2018/1/21,NV305,2018/1/21
T4019,1,NV303,2018/1/21,NV305,2018/1/21
T4020,1,NV303,2018/1/21,NV342,2018/1/21
T4021,2,NV303,2018/1/21,NV3703,2018/1/21
T4022,1,NV303,2018/1/21,NV6722,2018/1/21
T4023,2,NV643,2018/1/21,NV305,2018/1/21
T4024,1,NV643,2018/1/21,NV3194,2018/1/21
T4025,2,NV643,2018/1/21,NV342,2018/1/21
T4026,2,NV643,2018/1/21,NV3703,2018/1/21
T4027,2,NV643,2018/1/21,NV3703,2018/1/21
T4028,1,NV643,2018/1/21,NV6540,2018/1/21
T4029,2,NV643,2018/1/21,NV6574,2018/1/21
T4030,1,NV305,2018/1/21,NV303,2018/1/21
T4031,1,NV305,2018/1/21,NV610,2018/1/21
T4032,1,NV305,2018/1/21,NV6510,2018/1/21
T4033,1,NV305,2018/1/21,NV3703,2018/1/21
T4034,1,NV305,2018/1/21,NV3269,2018/1/21
T4035,1,NV6148,2018/1/21,NV898,2018/1/21
T4036,2,NV6148,2018/1/21,NV640,2018/1/21
T4037,2,NV6148,2018/1/21,NV662,2018/1/21
T4038,2,NV6148,2018/1/21,NV662,2018/1/21
T4039,2,NV6148,2018/1/21,NV6198,2018/1/21
T4040,2,NV6148,2018/1/21,NV6198,2018/1/21
T4041,2,NV6148,2018/1/21,NV6198,2018/1/21
T4042,2,NV6148,2018/1/21,NV6198,2018/1/21
T4043,1,NV6148,2018/1/21,NV6198,2018/1/21
T4044,2,NV6148,2018/1/21,NV676,2018/1/21
T4045,1,NV6148,2018/1/21,NV6762,2018/1/21
T4046,1,NV639,2018/1/21,NV6510,2018/1/21
T4047,1,NV639,2018/1/21,NV6722,2018/1/21
T4048,2,NV6785,2018/1/21,NV640,2018/1/21
T4049,1,NV6785,2018/1/21,NV640,2018/1/21
T4050,2,NV6785,2018/1/21,NV662,2018/1/21
T4051,2,NV6785,2018/1/21,NV398,2018/1/21
T4052,2,NV6785,2018/1/21,NV398,2018/1/21
T4053,2,NV6785,2018/1/21,NV610,2018/1/21
T4054,2,NV6785,2018/1/21,NV610,2018/1/21
T4055,2,NV6785,2018/1/21,NV610,2018/1/21
T4056,1,NV6785,2018/1/21,NV694,2018/1/21
T4057,1,NV6785,2018/1/21,NV692,2018/1/21
T4058,2,NV6785,2018/1/21,NV342,2018/1/21
T4059,2,NV6785,2018/1/21,NV342,2018/1/21
T4060,2,NV6785,2018/1/21,NV6494,2018/1/21
T4061,2,NV6785,2018/1/21,NV674,2018/1/21
T4062,2,NV6785,2018/1/21,NV6198,2018/1/21
T4063,2,NV6785,2018/1/21,NV6198,2018/1/21
T4064,2,NV6785,2018/1/21,NV6198,2018/1/21
T4065,1,NV6785,2018/1/21,NV6198,2018/1/21
T4066,2,NV6785,2018/1/21,NV676,2018/1/21
T4067,2,NV6785,2018/1/21,NV676,2018/1/21
T4068,2,NV6785,2018/1/21,NV676,2018/1/21
T4069,2,NV6785,2018/1/21,NV676,2018/1/21
T4070,2,NV6785,2018/1/21,NV676,2018/1/21
T4071,2,NV6785,2018/1/21,NV676,2018/1/21
T4072,2,NV6785,2018/1/21,NV676,2018/1/21
T4073,2,NV6785,2018/1/21,NV676,2018/1/21
T4074,1,NV6785,2018/1/21,NV676,2018/1/21
T4075,1,NV6785,2018/1/21,NV3465,2018/1/21
T4076,2,NV6535,2018/1/21,NV640,2018/1/21
T4077,2,NV6535,2018/1/21,NV640,2018/1/21
T4078,1,NV6535,2018/1/21,NV640,2018/1/21
T4079,2,NV6535,2018/1/21,NV342,2018/1/21
T4080,2,NV6535,2018/1/21,NV690,2018/1/21
T4081,2,NV6535,2018/1/21,NV6198,2018/1/21
T4082,2,NV6535,2018/1/21,NV6198,2018/1/21
T4083,1,NV6535,2018/1/21,NV6198,2018/1/21
T4084,2,NV841,2018/1/21,NV610,2018/1/21
T4085,2,NV841,2018/1/21,NV610,2018/1/21
T4086,1,NV841,2018/1/21,GN0204,2018/1/21
T4087,2,NV841,2018/1/21,NV342,2018/1/21
T4088,2,NV841,2018/1/21,NV342,2018/1/21
T4089,1,NV841,2018/1/21,NV342,2018/1/21
T4090,2,NV841,2018/1/21,NV3703,2018/1/21
T4091,2,NV841,2018/1/21,NV3703,2018/1/21
T4092,1,NV841,2018/1/21,NV6718,2018/1/21
T4093,2,NV841,2018/1/21,NV6574,2018/1/21
T4094,2,NV841,2018/1/21,NV6574,2018/1/21
T4095,2,NV841,2018/1/21,NV6574,2018/1/21
T4096,2,NV841,2018/1/21,NV6574,2018/1/21
T4097,2,NV841,2018/1/21,NV6574,2018/1/21
T4098,2,NV841,2018/1/21,NV6574,2018/1/21
T4099,2,NV841,2018/1/21,NV6574,2018/1/21
T4100,2,NV841,2018/1/21,NV6574,2018/1/21
T4101,2,NV841,2018/1/21,NV6574,2018/1/21
T4102,1,NV841,2018/1/21,NV6574,2018/1/21
T4103,1,NV841,2018/1/21,NV3465,2018/1/21
T4104,2,NV835,2018/1/21,NV6722,2018/1/21
T4105,2,NV835,2018/1/21,NV6722,2018/1/21
T4106,1,NV835,2018/1/21,NV6722,2018/1/21
T4107,2,NV835,2018/1/21,NV6718,2018/1/21
T4108,2,NV835,2018/1/21,NV6718,2018/1/21
T4109,2,NV835,2018/1/21,NV6718,2018/1/21
T4110,2,NV835,2018/1/21,NV6718,2018/1/21
T4111,2,NV835,2018/1/21,NV6718,2018/1/21
T4112,1,NV835,2018/1/21,NV6718,2018/1/21
T4113,1,NV835,2018/1/21,NV6574,2018/1/21
T4114,2,NV3264,2018/1/21,NV6170,2018/1/21
T4115,1,NV3264,2018/1/21,NV6170,2018/1/21
T4116,2,NV6749,2018/1/21,NV6116,2018/1/21
T4117,1,NV6749,2018/1/21,NV6116,2018/1/21
T4118,1,NV867,2018/1/21,NV690,2018/1/21
T4119,2,NV867,2018/1/21,NV6198,2018/1/21
T4120,1,NV867,2018/1/21,NV6198,2018/1/21
T4121,2,NV867,2018/1/21,NV686,2018/1/21
T4122,1,NV867,2018/1/21,NV682,2018/1/21
T4123,1,NV867,2018/1/21,NV682,2018/1/21
T4124,2,NV3703,2018/1/21,NV6574,2018/1/21
T4125,2,NV3703,2018/1/21,NV6574,2018/1/21
T4126,1,NV3703,2018/1/21,NV6574,2018/1/21
T4127,1,NV3703,2018/1/21,NV383,2018/1/21
T4128,1,NV3703,2018/1/21,NV6374,2018/1/21
T4129,2,NV3703,2018/1/21,NV6742,2018/1/21
T4130,2,NV3703,2018/1/21,NV6742,2018/1/21
T4131,2,NV3703,2018/1/21,NV6742,2018/1/21
T4132,2,NV3703,2018/1/21,NV6742,2018/1/21
T4133,1,NV3703,2018/1/21,NV6742,2018/1/21
T4134,1,NV674,2018/1/21,NV6198,2018/1/21
T4135,1,NV674,2018/1/21,NV676,2018/1/21
T4136,2,NV674,2018/1/21,NV616,2018/1/21
T4137,2,NV674,2018/1/21,NV616,2018/1/21
T4138,2,NV674,2018/1/21,NV616,2018/1/21
T4139,1,NV674,2018/1/21,NV616,2018/1/21
T4140,2,NV674,2018/1/21,NV6170,2018/1/21
T4141,2,NV674,2018/1/21,NV6170,2018/1/21
T4142,2,NV674,2018/1/21,NV6170,2018/1/21
T4143,1,NV3287,2018/1/21,NV6170,2018/1/21
T4144,2,NV6165,2018/1/21,NV656,2018/1/21
T4145,2,NV6165,2018/1/21,NV656,2018/1/21
T4146,2,NV6165,2018/1/21,NV656,2018/1/21
T4147,2,NV6165,2018/1/21,NV656,2018/1/21
T4148,2,NV6165,2018/1/21,NV656,2018/1/21
T4149,2,NV6165,2018/1/21,NV656,2018/1/21
T4150,2,NV6165,2018/1/21,NV656,2018/1/21
T4151,2,NV6165,2018/1/21,NV656,2018/1/21
T4152,2,NV6165,2018/1/21,NV656,2018/1/21
T4153,2,NV6165,2018/1/21,NV656,2018/1/21
T4154,2,NV6165,2018/1/21,NV656,2018/1/21
T4155,2,NV6165,2018/1/21,NV656,2018/1/21
T4156,2,NV6165,2018/1/21,NV656,2018/1/21
T4157,2,NV6165,2018/1/21,NV656,2018/1/21
T4158,1,NV6165,2018/1/21,NV656,2018/1/21
T4159,2,NV6165,2018/1/21,NV6556,2018/1/21
T4160,1,NV6165,2018/1/21,NV629,2018/1/21
T4161,2,NV3266,2018/1/21,NV6116,2018/1/21
T4162,2,NV3266,2018/1/21,NV6116,2018/1/21
T4163,1,NV3266,2018/1/21,NV656,2018/1/21
T4164,1,NV3266,2018/1/21,NV382,2018/1/21
T4165,2,NV3266,2018/1/21,NV6170,2018/1/21
T4166,1,NV3266,2018/1/21,NV6170,2018/1/21
T4167,1,NV6155,2018/1/21,NV616,2018/1/21
